"","age","race","gender","educ","pid3","pid7","ideo5","newsint","treatment","Legit_Trust","Legit_Fair","Strong_Exec","Pres_No_Others","Checks_Balances","female"
"798","18-29","Hispanic",2,"Some College","Independent",3,"Liberal","Medium","Diverse But Critiqued",0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.333333333333333,"Female"
"799","30-44","White",2,"2-year College Degree","Democrat",2,"Moderate","Medium","Diverse",0.166666666666667,0.25,0.833333333333333,0.666666666666667,0,"Female"
"800","18-29","Black",2,"High School Graduate","Democrat",1,"Not Sure","None","Control",0.833333333333333,0.75,1,1,0,"Female"
"801","45-64","White",2,"Some College","Independent",3,"Moderate","None","Diverse",0.5,0.5,0.5,1,0.5,"Female"
"802","65+","White",2,"Some College","Republican",6,"Moderate","Low","Diverse",0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,"Female"
"803","30-44","White",2,"4-year College Degree","Not Sure",8,"Not Sure","Don't Know","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"804","45-64","Hispanic",2,"2-year College Degree","Democrat",1,"Liberal","High","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.166666666666667,0.333333333333333,"Female"
"805","65+","White",2,"Some College","Republican",6,"Moderate","None","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.333333333333333,0.166666666666667,"Female"
"806","18-29","Black",2,"High School Graduate","Democrat",1,"Liberal","Medium","Diverse But Critiqued",0.166666666666667,0.75,0.5,0.333333333333333,0.166666666666667,"Female"
"807","45-64","White",1,"4-year College Degree","Democrat",1,"Moderate","High","Control",0.333333333333333,0.25,0.666666666666667,0,0,"Male"
"808","65+","Black",2,"Some College","Independent",4,"Not Sure","None","Diverse But Critiqued",0.333333333333333,0.25,0.5,0.5,0.166666666666667,"Female"
"809","45-64","Black",2,"2-year College Degree","Democrat",1,"Very Liberal","None","Diverse But Critiqued",0.666666666666667,0.5,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"810","45-64","Hispanic",2,"Less than a High School Diploma","Democrat",1,"Moderate","Medium","Control",0.5,0.5,0.5,0.666666666666667,0.333333333333333,"Female"
"811","30-44","White",2,"Less than a High School Diploma","Republican",7,"Moderate","None","Diverse",0.166666666666667,0,0.333333333333333,0,0.5,"Female"
"812","45-64","Native American",1,"Less than a High School Diploma","Independent",5,"Moderate","Low","Control",0.333333333333333,0.5,0.666666666666667,0.5,0.333333333333333,"Male"
"813","30-44","White",2,"4-year College Degree","Republican",6,"Conservative","Low","Diverse But Critiqued",0.5,0.75,0.166666666666667,0.166666666666667,0,"Female"
"814","18-29","Black",1,"Some College","Independent",3,"Liberal","Medium","Diverse",0.5,0.5,1,0.5,0.166666666666667,"Male"
"815","30-44","White",2,"2-year College Degree","Republican",6,"Not Sure","None","Diverse",0,0,0.333333333333333,0.166666666666667,0.333333333333333,"Female"
"816","45-64","White",2,"Some College","Democrat",1,"Very Conservative","Medium","Diverse But Critiqued",0.166666666666667,0.25,0.166666666666667,0.833333333333333,0.166666666666667,"Female"
"817","45-64","Black",2,"High School Graduate","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.5,1,0.5,0.5,0.333333333333333,"Female"
"818","45-64","Native American",2,"High School Graduate","Democrat",2,"Moderate","Medium","Diverse But Critiqued",0.666666666666667,0.5,1,1,0,"Female"
"819","45-64","White",2,"Some College","Republican",7,"Moderate","Low","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"820","30-44","White",2,"Some College","Republican",7,"Moderate","Medium","Diverse",0.666666666666667,1,0.666666666666667,0.333333333333333,0,"Female"
"821","18-29","White",2,"Less than a High School Diploma","Republican",6,"Not Sure","High","Control",1,0,1,0.833333333333333,1,"Female"
"822","65+","Black",2,"2-year College Degree","Democrat",1,"Liberal","High","Diverse",0.666666666666667,0.75,1,0.333333333333333,0.666666666666667,"Female"
"823","30-44","Hispanic",2,"Less than a High School Diploma","Democrat",1,"Very Liberal","High","Control",0.666666666666667,0.5,0.666666666666667,0,0.5,"Female"
"824","65+","Hispanic",2,"Some College","Democrat",2,"Moderate","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0,"Female"
"825","18-29","White",1,"High School Graduate","Democrat",1,"Moderate","Low","Diverse",0.5,0.5,0.166666666666667,0.666666666666667,0.166666666666667,"Male"
"826","30-44","White",2,"2-year College Degree","Republican",7,"Very Conservative","None","Control",0.5,0.5,0.333333333333333,0.333333333333333,0.166666666666667,"Female"
"827","30-44","Hispanic",1,"Some College","Democrat",1,"Very Liberal","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.166666666666667,"Male"
"828","65+","Black",2,"2-year College Degree","Independent",4,"Conservative","High","Diverse But Critiqued",0.333333333333333,0.75,0.833333333333333,0,0.166666666666667,"Female"
"829","30-44","White",2,"Some College","Republican",7,"Very Conservative","Medium","Control",0.666666666666667,0.25,1,0.166666666666667,0,"Female"
"830","45-64","White",2,"2-year College Degree","Independent",8,"Not Sure","Low","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"831","45-64","White",2,"Some College","Not Sure",4,"Not Sure","Medium","Control",0.833333333333333,0.75,0.5,0.166666666666667,0.5,"Female"
"832","45-64","White",2,"Some College","Republican",7,"Not Sure","Medium","Diverse But Critiqued",0.333333333333333,0.75,0.666666666666667,0.833333333333333,0,"Female"
"833","18-29","White",1,"2-year College Degree","Democrat",1,"Moderate","Low","Control",0.5,0.75,0.333333333333333,0.5,0.333333333333333,"Male"
"834","30-44","White",2,"High School Graduate","Independent",4,"Not Sure","None","Control",0.333333333333333,0.5,0.5,0.5,0.333333333333333,"Female"
"835","30-44","White",2,"2-year College Degree","Independent",8,"Moderate","Don't Know","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"836","45-64","White",1,"2-year College Degree","Republican",6,"Moderate","Medium","Diverse",0.666666666666667,0.75,0.833333333333333,0.666666666666667,0,"Male"
"837","45-64","White",1,"Some College","Independent",4,"Moderate","Medium","Diverse",0.666666666666667,0.5,0.5,0.5,0.5,"Male"
"838","18-29","White",2,"High School Graduate","Democrat",2,"Moderate","None","Diverse",0.5,0.5,0.666666666666667,0.666666666666667,0.333333333333333,"Female"
"839","45-64","Black",1,"4-year College Degree","Democrat",1,"Liberal","Low","Diverse But Critiqued",0.333333333333333,1,0.833333333333333,0.166666666666667,0.833333333333333,"Male"
"840","30-44","White",2,"High School Graduate","Not Sure",4,"Not Sure","None","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"841","45-64","Black",1,"Some College","Democrat",1,"Liberal","High","Diverse",0.666666666666667,1,0.833333333333333,1,0,"Male"
"842","30-44","White",2,"Some College","Independent",8,"Moderate","High","Diverse But Critiqued",0.333333333333333,0.75,0.333333333333333,0.833333333333333,0.166666666666667,"Female"
"843","65+","Black",2,"Some College","Democrat",1,"Moderate","High","Control",0.666666666666667,0.75,0.833333333333333,0.333333333333333,0.166666666666667,"Female"
"844","65+","Black",2,"Some College","Independent",8,"Liberal","High","Diverse",0.5,0.5,0.666666666666667,0.833333333333333,0.333333333333333,"Female"
"845","45-64","Black",2,"2-year College Degree","Republican",6,"Moderate","None","Control",0.5,0.5,0.833333333333333,0.833333333333333,0.5,"Female"
"846","65+","White",2,"2-year College Degree","Independent",5,"Conservative","None","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"847","45-64","Hispanic",1,"High School Graduate","Republican",7,"Conservative","High","Diverse But Critiqued",0.5,0.75,0.833333333333333,0.333333333333333,0.5,"Male"
"848","65+","Black",2,"Some College","Democrat",1,"Very Liberal","Low","Diverse But Critiqued",0.833333333333333,0.75,0.5,0.333333333333333,0.166666666666667,"Female"
"849","45-64","White",1,"4-year College Degree","Democrat",2,"Moderate","Medium","Control",0.833333333333333,1,0.833333333333333,0.833333333333333,0.166666666666667,"Male"
"850","30-44","White",2,"Less than a High School Diploma","Independent",5,"Not Sure","Medium","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"851","45-64","White",2,"High School Graduate","Democrat",1,"Not Sure","None","Diverse But Critiqued",0.5,0.75,1,0.333333333333333,0.5,"Female"
"852","30-44","Multiracial",2,"Some College","Independent",3,"Liberal","High","Control",0,0.25,0.166666666666667,1,0,"Female"
"853","45-64","Hispanic",2,"4-year College Degree","Democrat",2,"Moderate","None","Diverse",0.666666666666667,0.75,0.5,0.333333333333333,0.166666666666667,"Female"
"854","45-64","Black",2,"Some College","Democrat",1,"Conservative","Medium","Diverse",0.666666666666667,0.75,0.5,0,0,"Female"
"855","30-44","White",2,"Less than a High School Diploma","Democrat",2,"Moderate","Low","Control",0.666666666666667,0.75,0.666666666666667,0.666666666666667,0.333333333333333,"Female"
"856","30-44","White",2,"High School Graduate","Democrat",1,"Moderate","None","Diverse But Critiqued",0.5,0.25,0.5,0.333333333333333,0.333333333333333,"Female"
"857","30-44","White",2,"High School Graduate","Republican",7,"Conservative","Medium","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"858","30-44","Black",2,"Less than a High School Diploma","Independent",4,"Not Sure","Low","Diverse",0,0,0,1,0,"Female"
"859","65+","White",2,"High School Graduate","Democrat",2,"Liberal","Medium","Control",0.166666666666667,0.25,0.666666666666667,0.666666666666667,0.166666666666667,"Female"
"860","30-44","White",2,"High School Graduate","Independent",4,"Moderate","None","Control",0.666666666666667,0.75,0.5,0,0,"Female"
"861","30-44","Hispanic",2,"Less than a High School Diploma","Democrat",2,"Moderate","Don't Know","Control",0.833333333333333,0.75,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"862","30-44","Black",1,"High School Graduate","Independent",4,"Moderate","High","Diverse",0.666666666666667,0.75,0.666666666666667,0,0.5,"Male"
"863","45-64","Black",2,"Some College","Independent",3,"Moderate","High","Diverse But Critiqued",0.333333333333333,0.5,0.333333333333333,0.166666666666667,0,"Female"
"864","65+","Black",1,"2-year College Degree","Democrat",1,"Liberal","High","Control",0.166666666666667,0.25,0.833333333333333,0,0,"Male"
"865","65+","Black",1,"High School Graduate","Democrat",1,"Moderate","High","Diverse But Critiqued",0.666666666666667,0.75,1,0.666666666666667,0.5,"Male"
"866","65+","White",2,"High School Graduate","Republican",7,"Conservative","Medium","Diverse But Critiqued",0.666666666666667,1,0.666666666666667,0.5,0.166666666666667,"Female"
"867","30-44","Hispanic",2,"Less than a High School Diploma","Republican",7,"Moderate","Medium","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"868","45-64","Black",2,"Some College","Democrat",1,"Liberal","High","Control",0,0.25,0.833333333333333,0.166666666666667,0.166666666666667,"Female"
"869","30-44","White",2,"Some College","Not Sure",4,"Not Sure","Don't Know","Diverse",0.333333333333333,0.5,0.5,0.5,0.5,"Female"
"870","30-44","Black",1,"Some College","Republican",6,"Liberal","Medium","Diverse But Critiqued",1,1,1,0.666666666666667,0.166666666666667,"Male"
"871","18-29","White",1,"Less than a High School Diploma","Democrat",1,"Not Sure","Don't Know","Control",0,1,0.833333333333333,0,1,"Male"
"872","65+","Black",1,"2-year College Degree","Independent",3,"Moderate","High","Diverse",0.666666666666667,0.75,1,0.333333333333333,0,"Male"
"873","18-29","Black",1,"Some College","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.166666666666667,0.333333333333333,0,"Male"
"874","45-64","Black",2,"Some College","Independent",3,"Moderate","High","Control",0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.5,"Female"
"875","18-29","White",2,"High School Graduate","Republican",7,"Very Conservative","High","Diverse",0,0.5,1,0,0,"Female"
"876","45-64","White",1,"Some College","Independent",3,"Moderate","Low","Diverse But Critiqued",0.666666666666667,0.25,0.833333333333333,1,0,"Male"
"877","18-29","Black",1,"High School Graduate","Republican",7,"Moderate","Medium","Diverse",0.666666666666667,0.75,0.333333333333333,0.166666666666667,0.166666666666667,"Male"
"878","65+","Black",2,"Some College","Democrat",2,"Not Sure","None","Control",1,0.75,0.666666666666667,1,0.166666666666667,"Female"
"879","30-44","Black",2,"Less than a High School Diploma","Democrat",1,"Not Sure","Don't Know","Control",0,0,0,1,0,"Female"
"880","30-44","White",2,"4-year College Degree","Republican",6,"Liberal","None","Diverse But Critiqued",0.5,0.75,0.5,0.5,0.333333333333333,"Female"
"881","45-64","Hispanic",2,"2-year College Degree","Not Sure",8,"Not Sure","Low","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"882","45-64","Black",1,"High School Graduate","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.5,0.25,0.166666666666667,0.5,0.333333333333333,"Male"
"883","45-64","Hispanic",2,"4-year College Degree","Independent",4,"Moderate","None","Control",0,0.25,0.666666666666667,0.666666666666667,0.5,"Female"
"884","18-29","Black",1,"High School Graduate","Democrat",1,"Moderate","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.666666666666667,0.333333333333333,"Male"
"885","45-64","White",1,"High School Graduate","Democrat",2,"Not Sure","Low","Diverse",0.333333333333333,0.5,0.666666666666667,0.333333333333333,0,"Male"
"886","45-64","White",1,"Some College","Republican",7,"Conservative","High","Control",0.666666666666667,0.5,0.333333333333333,0,0,"Male"
"887","65+","Hispanic",1,"Some College","Republican",7,"Conservative","Medium","Diverse But Critiqued",0.833333333333333,0.75,0.333333333333333,0.333333333333333,0,"Male"
"888","45-64","White",2,"Less than a High School Diploma","Independent",4,"Moderate","None","Diverse",0,0.25,0.5,0.5,0.333333333333333,"Female"
"889","30-44","White",2,"4-year College Degree","Republican",7,"Very Conservative","Low","Diverse",0.5,0.75,0.666666666666667,0.666666666666667,0,"Female"
"890","30-44","White",2,"Less than a High School Diploma","Democrat",2,"Not Sure","None","Diverse",0.5,0.5,0.666666666666667,0.833333333333333,0.333333333333333,"Female"
"891","65+","White",2,"High School Graduate","Democrat",1,"Liberal","High","Diverse But Critiqued",0.5,0.75,0.5,0.5,0.166666666666667,"Female"
"892","45-64","Hispanic",1,"2-year College Degree","Independent",4,"Moderate","Low","Diverse",0.166666666666667,0.5,0.5,0.333333333333333,0,"Male"
"893","65+","Hispanic",2,"Some College","Republican",7,"Very Conservative","Medium","Diverse",0.333333333333333,0.5,1,0.666666666666667,0.166666666666667,"Female"
"894","65+","White",2,"2-year College Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.666666666666667,0,0.333333333333333,0.166666666666667,0.333333333333333,"Female"
"895","65+","White",2,"High School Graduate","Republican",6,"Moderate","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"896","65+","White",2,"High School Graduate","Republican",6,"Conservative","Low","Control",0.5,0.75,0.666666666666667,0.333333333333333,0.5,"Female"
"897","18-29","White",1,"High School Graduate","Democrat",1,"Moderate","Low","Control",0.833333333333333,1,0.666666666666667,0.833333333333333,0,"Male"
"898","18-29","Hispanic",1,"Some College","Democrat",1,"Very Conservative","High","Diverse But Critiqued",0.833333333333333,0.75,0.666666666666667,0.666666666666667,0.333333333333333,"Male"
"899","65+","Hispanic",2,"2-year College Degree","Independent",4,"Moderate","Medium","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"900","45-64","Black",1,"4-year College Degree","Democrat",1,"Liberal","Medium","Diverse",0.666666666666667,0.75,0.5,0.5,0.166666666666667,"Male"
